ItemFullNumber,LotFullNumber,LotUrl,LotCategory,LotName*,LotDescription,Warranty,LotImage,LowEstimate,HighEstimate,StartingBid*,Increment,Cost,Replacement Price,ReservePrice,Consignor,ListingOnly,BestOffer,BuyNowAmount,NoBidding,SalesTax,HpTaxSchemaId,BpTaxSchemaId,NoTaxOutsideState,Featured?,Quantity,QuantityDigits,QuantityXMoney,BuyNowSelectQuantity,T&C,Changes,OnlyTaxBP,"Location (named, mutually exclusive with detailed location)",Location address,Location country,Location city,Location county,Location logo,Location state,location zip,BulkControl,BulkWinBidDistribution,BpSetting,BpRangeCalculation,SeoMetaTitle,SeoMetaKeywords,SeoMetaDescription,FbOgTitle,FbOgDescription,FbOgImageUrl,GeneralNote,NoteToClerk,PublishDate,StartBiddingDate,UnpublishDate,StartClosingDate,ConsignorCommissionId,ConsignorCommissionRanges,ConsignorCommissionCalculationMethod,ConsignorSoldFeeId,ConsignorSoldFeeRanges,ConsignorSoldFeeCalculationMethod,ConsignorSoldFeeReference,ConsignorUnsoldFeeId,ConsignorUnsoldFeeRanges,ConsignorUnsoldFeeCalculationMethod,ConsignorUnsoldFeeReference,Type,Primary Colour,Clarity,Primary Cut Shape,Diamond Carat,Purpose,Secondary Category,Secondary Colour,Secondary Diamond Carat,Diamond Carat Range,Gemstone Carat Range,Gold Carat,Metal,Pearl Size,Pearl Size Range,Origin,Model No,Certificate,Condition,Brand,Youtube,Other Bidding Methods,Condition Report,Additional Videos,Consignment Details,Australian & International Details
98672,339,,Diamond,1.07ct Diamond Dress Ring,Diamond Dress ring with round & baguette cut Natural Diamonds totalling 1.07ct (Estimated grading: G-H VS-SI). Platinum 900. Ring size L 1/2. Band Width: 1.5mm - 1.6mm. Weight: 3.3g. (As new).,,https://www.solditonline.com.au/catalogue/images/2021/98672-1.07ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98672_1-1.07ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98672_2-1.07ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98672_3-1.07ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98672_4-1.07ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98672_5-1.07ct-diamond-dress-ring.jpg,1000,1500,350,,,,1000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,,,,1.07,Dress Ring,,,,1 - 1.49,,,Platinum,,,,,,As New, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98719,340,,Diamond,0.86ct Diamond Solitaire Ring with Ring Band,Diamond solitaire ring and ring band set. 1) Diamond solitaire ring with a round brilliant cut Natural Diamond of 0.86ct (FSA graded as: H SI). Ring size I1/2. Band width: 1.8mm-3.3mm. 2) Ring band. Ring size K. Band width: 3.2mm. Both Platinum - 950. Total weight: 12.39g. With Valuation Certificate for solitaire ring dated 20/09/1999. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/98719-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_1-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_2-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_20-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_3-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_4-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_5-0.86ct-diamond-solitaire-ring-with-ring-band.jpg|https://www.solditonline.com.au/catalogue/images/2021/98719_6-0.86ct-diamond-solitaire-ring-with-ring-band.jpg,1400,2200,500,,,,1400,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,H,,Round,0.86,Engagement,,,,0.5 - 0.99,,,Platinum,,,,,,Pre-owned, ,,,"<strong>Notes:</strong> Note discrepancy of solitaire ring from 6.5g (listed on Valuation) compared to actual weight of 5.8g.

The valuation certificate accompanying this item does not necessarily reflect its resale, market, or auction value. Bidders should consider the purpose of the valuation and rely on their own research and judgment when determining their bid amount.
In most instances, the valuation is prepared to provide an independent assessment of the item’s replacement value for insurance purposes.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
96838,341,,Diamond,1.16ct Diamond Dress Earrings,Diamond dress earrings with 150 round Natural Diamonds totalling 1.16ct (Estimated grading: H SI). 14ct yellow gold with 14ct yellow backs. Length: 2.4cm. Weight: 3.5g. (New).,,https://www.solditonline.com.au/catalogue/images/2021/96838-1.16ct-diamond-dress-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/96838_1-1.16ct-diamond-dress-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/96838_2-1.16ct-diamond-dress-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/96838_3-1.16ct-diamond-dress-earrings.jpg,1600,1800,600,,,,1500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,,,Round,1.16,Diamond Earring,,,,1 - 1.49,,14,Yellow Gold,,,,,,New, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
93194,342,,Diamond,1.04ct Diamond Dress Ring,"Diamond dress ring with round, marquise & baguette cut Natural Diamonds totalling 1.04ct (Estimated grading: I-J SI-P1). 18ct yellow gold. Ring size L1/4. Band width: 2.7mm-3.5mm. Weight: 6.3g. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/93194-1.04ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/93194_1-1.04ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/93194_2-1.04ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/93194_3-1.04ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/93194_4-1.04ct-diamond-dress-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/93194_5-1.04ct-diamond-dress-ring.jpg,1600,1800,600,,,,1600,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,,,,1.04,Dress Ring,,,,1 - 1.49,,18,Yellow Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97332,343,,Diamond,Hermes Kelly Clochette Diamond Earrings,Hermes Kelly Clochette Diamond earrings with 130 round Natural Diamonds totalling 0.62ct (Estimated grading: F-G VVS). Earring Length: 5.8cm & 6.4cm. Bell motif size: 1.09cm x 0.73cm. Key motif size: 1.60 x 0.57cm. 18ct white gold. Made in France. Weight: 8.2g. With certificate #0737606431270445 (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/97332-hermes-kelly-clochette-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97332_1-hermes-kelly-clochette-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97332_2-hermes-kelly-clochette-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97332_20-hermes-kelly-clochette-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97332_3-hermes-kelly-clochette-diamond-earrings.jpg,5000,5500,1800,,,,4800,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,,,Round,0.62,,,,,,,18,White Gold,,,Branded,,LegitApp,Pre-owned,Hermes,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
92976,344,,Quartz,"Rose Quartz, Green Quartz and Amethyst Ring","Multi-colour Quartz ring with half moon cut Natural Rose Quartz of 15.41ct, crescent cut Natural Green Quartz 5.22ct and crescent cut Natural Amethyst of 6.51ct. 18ct rose gold. Ring size M. Band width: 4.0mm - 6.4mm. Weight: 11.8g. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/92976-rose-quartz--green-quartz-and-amethyst-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/92976_1-rose-quartz--green-quartz-and-amethyst-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/92976_2-rose-quartz--green-quartz-and-amethyst-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/92976_3-rose-quartz--green-quartz-and-amethyst-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/92976_4-rose-quartz--green-quartz-and-amethyst-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/92976_5-rose-quartz--green-quartz-and-amethyst-ring.jpg,2400,2700,850,,,,2400,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,Pink,,,15.41,,Amethyst,,6.51,,10 - 19.99,18,Rose Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97823,345,,Accessories,Hermes Click 16,"Hermes Click 16 crossbody bag in light blue Chevre leather (Y: 2020). Featuring gold-toned hardware, single detachable leather shoulder strap, and Hermès 'click' closure on frontal flap. This opens to a matching colour leather interior with four card slots and two patch pockets. Approximate dimensions: 16cm(L) x 14cm(H) x 2.5cm(D), strap drop 56cm. Accompanied by Hermès dustbag. With Entrupy Certificate of Authenticity. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/97823-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_1-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_10-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_11-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_12-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_13-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_14-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_15-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_16-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_17-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_2-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_20-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_3-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_5-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_6-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_7-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_8-hermes-click-16.jpg|https://www.solditonline.com.au/catalogue/images/2021/97823_9-hermes-click-16.jpg,2200,2500,800,,,,2200,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer Bags,,,,,,,,,,,,,,,,,Entrupy,Pre-owned,Hermes,,,"<strong>Exterior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Material:</strong> With minor staining marks on leather.</li></ul><p><ul><li><strong>Shape:</strong> Very good.</li></ul><p><ul><li><strong>Stitching:</strong> Very good.</li></ul><p><ul><li><strong>Closure:</strong> Push click closure works well, protective sticker on the hardware.</li></ul><p><ul><li><strong>Base:</strong> Very good.</li></ul><p><strong>Interior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Lining:</strong> Very good.</li></ul><p><ul><li><strong>Pockets:</strong> Very good.</li></ul><p><strong>Handle/Strap:</strong> Very good, with slight signs of wear.<p><strong>Hardware:</strong> Very good, with minimal scratches.<p>",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97368,346,,Watches Ladies,Franck Muller Tonneau Curvex Ladies Watch,"Franck Muller Tonneau Curvex stainless steel quartz ladies watch. Silver dial, approximate case diameter: 29mm x 21mm, wrist size: 18cm, Swiss made. Ref #2252QZ. With Franck Muller stainless steel bracelet and clasp. With Certificate of Authenticity and Franck Muller Certificate of Origin & Warranty dated 03/07/2019. 3 month FSA warranty. Weight: 64.1g (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/97368-franck-muller-tonneau-curvex-ladies-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/97368_1-franck-muller-tonneau-curvex-ladies-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/97368_2-franck-muller-tonneau-curvex-ladies-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/97368_20-franck-muller-tonneau-curvex-ladies-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/97368_3-franck-muller-tonneau-curvex-ladies-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/97368_4-franck-muller-tonneau-curvex-ladies-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/97368_5-franck-muller-tonneau-curvex-ladies-watch.jpg,2300,2500,850,,,,2250,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watch,,,,,,,,,,,,Stainless Steel,,,,,David Lightfoot Watchmaker,Pre-owned,Franck Muller,,,"<strong>Type:</strong> Franck Muller Ref# 2252QZ Tonneau Curvex, stainless steel.<p><strong>Dial:</strong> Silver guilloche dial with scratch-resistant sapphire crystal.<p><strong>Case No:</strong> 19….. (the serial number is concealed for security reasons in the online copy of the certificate)<p><strong>Case Info:</strong> approximately 29mm x 21mm, stainless steel with pull-push crown.<p><strong>Watch Movement:</strong> Battery operated, Quartz.<p><strong>Band:</strong> Franck Muller stainless steel bracelet with 19 links and butterfly clasp.<p><strong>Condition:</strong> This timepiece is presented in good condition showing visible scratches and scuffs, most notably on the bezel, bracelet, and clasp. The bracelet links display moderate wear.<p><strong><a href='https://www.firststateauctions.com/au/watch-condition-report'> (click here for more  information)</a></strong><p><strong>Box:</strong> No box provided.<p><strong>Warranty:</strong> FSA warranty of 3 months applies to this watch<p><strong><a href='https://www.firststateauctions.com/au/swiss-watches-warranty'> (click here for more  information)</a></strong><p><strong>Notes:</strong> Timekeeping accuracy has been tested within 20 seconds per day and warranty cover is for within 20 seconds per day.
Buyers to assume the watch hasn’t been serviced unless stated otherwise.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97088,347,,Pearl,9.7-12.4mm South Sea Pearl Necklace 18ct Gold,South Sea Pearl necklace with 4 white & 5 golden South Sea Pearls From 9.7mm - 12.4mm. 18ct white gold attached with 18ct white gold adjustable chain. Maximum inner circumference: 37.5cm. Weight: 29.6g. With Certificate #421942. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/97088-9.7-12.4mm-south-sea-pearl-necklace-18ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/97088_1-9.7-12.4mm-south-sea-pearl-necklace-18ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/97088_2-9.7-12.4mm-south-sea-pearl-necklace-18ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/97088_20-9.7-12.4mm-south-sea-pearl-necklace-18ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/97088_3-9.7-12.4mm-south-sea-pearl-necklace-18ct-gold.jpg,3600,4500,1300,,,,3600,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace,,,,,,,,,,,18,White Gold,,7 - 13,South Sea,,,Pre-owned, ,,,"<strong>Notes:</strong> Graded using the GIA scale
Shape: Near round, button, Drop
Colour: White with slight pink overtone; Light golden - Golden with Pink overtone
Lustre: Very good - Excellent
Surface: Slightly spotted",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98043,348,,Sapphire,10.62ct Loose Parcel of Yellow Sapphires,A loose parcel of Natural Orangi-yellow Sapphires. Princess cut totalling 5.55ct. Approx size: 3mm. Round cut totalling 5.07ct. Approx size: 2.8mm. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/98043-10.62ct-loose-parcel-of-yellow-sapphires.jpg|https://www.solditonline.com.au/catalogue/images/2021/98043_1-10.62ct-loose-parcel-of-yellow-sapphires.jpg|https://www.solditonline.com.au/catalogue/images/2021/98043_2-10.62ct-loose-parcel-of-yellow-sapphires.jpg|https://www.solditonline.com.au/catalogue/images/2021/98043_3-10.62ct-loose-parcel-of-yellow-sapphires.jpg|https://www.solditonline.com.au/catalogue/images/2021/98043_4-10.62ct-loose-parcel-of-yellow-sapphires.jpg,450,750,175,,,,450,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loose Gems,Yellow,,,10.62,Parcel,,,,,10 - 19.99,,,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95692,349,,Ruby,2.14ct Ruby & Diamond Brooch,Ruby and Diamond brooch/pendant with carre & baguette cut Natural Rubies totalling 2.14ct and round Natural Diamonds totalling 0.40ct (Estimated grading: G-H SI). 18ct yellow gold. Weight: 11.9g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/95692-2.14ct-ruby---diamond-brooch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95692_2-2.14ct-ruby---diamond-brooch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95692_3-2.14ct-ruby---diamond-brooch.jpg,2700,3000,950,,,,2600,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooch,,,,2.14,,Diamond,,0.4,0 - 0.49,2 - 2.99,18,Yellow Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
82209,350,,Sapphire,5.29ct Sapphire & 2.44ct Diamond Bracelet,Sapphire and Diamond bracelet with pear shape natural purple Sapphires totalling 5.29ct and round natural Diamonds totalling 2.44ct (Estimated grading: I-J SI). 18ct yellow gold. Length: 19cm. Weight: 10.4g. With Certificate #418695. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/82209-5.29ct-sapphire---2.44ct-diamond-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/82209_1-5.29ct-sapphire---2.44ct-diamond-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/82209_2-5.29ct-sapphire---2.44ct-diamond-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/82209_20-5.29ct-sapphire---2.44ct-diamond-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/82209_3-5.29ct-sapphire---2.44ct-diamond-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/82209_4-5.29ct-sapphire---2.44ct-diamond-bracelet.jpg,4500,5000,1600,,,,4500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bracelet,Purple,,Pear,5.29,,Diamond,,2.44,2 - 2.99,5 - 9.99,18,Yellow Gold,,,,,Mitchells Jewellery Valuations,Pre-owned, ,https://www.youtube.com/watch?v=nizUDoJi1Kw,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97920,351,,Opal,9.25ct Boulder Opal & Diamond Pendant,Opal & Diamond pendant with centre freeform solid Natural Boulder Opal of 9.25ct and round Natural Diamonds totalling 0.03ct. Platinum - 900 with 45cm-50cm Platinum - 950 adjustable chain. Weight: 17.7g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/97920-9.25ct-boulder-opal---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97920_1-9.25ct-boulder-opal---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97920_2-9.25ct-boulder-opal---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97920_3-9.25ct-boulder-opal---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97920_4-9.25ct-boulder-opal---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97920_5-9.25ct-boulder-opal---diamond-pendant.jpg,2200,2400,800,,,,2100,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant,,,,9.25,,Diamond,,0.03,0 - 0.49,5 - 9.99,,Platinum,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98164,352,,Pearl,"Baroque Pearl, Sapphire & Diamond Pendant","Pearl, Sapphire and Diamond pendant with centre Baroque South Sea Pearl of size 17.8 x 15.3 x 19.7mm, round Natural Blue Sapphires totalling 1.58ct, and 4 round Natural Diamonds totalling 0.10ct. 14ct white gold with 40.5cm 18ct white gold chain. Weight: 13.8g. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/98164-baroque-pearl--sapphire---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/98164_1-baroque-pearl--sapphire---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/98164_2-baroque-pearl--sapphire---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/98164_3-baroque-pearl--sapphire---diamond-pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/98164_4-baroque-pearl--sapphire---diamond-pendant.jpg,2500,2800,900,,,,2400,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pendant,,,,,,Diamond,,0.1,0 - 0.49,1.5 - 1.99,14,White Gold,17.8,,South Sea,,,Pre-owned, ,,,"<strong>Notes:</strong> Graded using the GIA Pearl Scale
Shape: Baroque
Colour: White with light Blue and Pink overtone
Lustre: Very Good
Surface: Uneven surface",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
